id,volume,domain,type,priority,requirement,rationale,verification,acceptance
REQ-00478,V24,POLICY,Sécurité,N1,"Le module Policy Engine et conformité continue doit appliquer RBAC/ABAC, isolation tenant, masquage des données sensibles et audit immuable des opérations critiques.",Protéger les données sensibles et respecter les exigences Zero Trust.,"Tests RBAC/ABAC, tests audit et tests sécurité.",Un utilisateur sans droit ne peut ni lire ni modifier les ressources hors périmètre.
REQ-00479,V24,POLICY,Résilience,N1,"Les traitements longs du module Policy Engine et conformité continue doivent être asynchrones, idempotents, relançables, annulables si possible et suivis par métriques.",Éviter les blocages API et permettre la reprise après incident.,"Tests worker, crash recovery, dead-letter queue et reprise.",Un crash worker ne perd aucun job validé et l’état final reste cohérent.
REQ-00480,V24,POLICY,Observabilité,N2,"Le module Policy Engine et conformité continue doit exposer métriques, logs structurés, traces et événements métier corrélables.",Faciliter exploitation et diagnostic en production.,Test observabilité et contrôle dashboards.,"Chaque opération critique produit log, métrique, trace et événement corrélés."
REQ-00481,V24,POLICY,API,N1,"Les APIs du module Policy Engine et conformité continue doivent supporter pagination cursor-based, filtres sélectifs, tri indexé, OpenAPI et webhooks métier.",Permettre automatisation industrielle et intégrations externes.,Tests API contractuels et tests de charge.,Les endpoints refusent les lectures volumineuses non filtrées et les contrats API sont validés.
REQ-00482,V24,POLICY,Audit,N1,"Toute modification métier du module Policy Engine et conformité continue doit conserver ancien état, nouvel état, acteur, source, corrélation et preuve.","Garantir forensic, conformité et auditabilité.",Tests audit et relecture historique.,Un changement peut être reconstitué avec preuve et horodatage.
REQ-00483,V24,POLICY,Intégration,N2,Le module Policy Engine et conformité continue doit publier des événements temps réel et consommer les données des autres domaines OpenInfra sans duplication incohérente.,Préserver l’urbanisation et éviter les silos.,Test event bus et test cohérence inter-domaines.,Les relations transverses sont référencées par identifiants stables et contrôles d’intégrité.
REQ-00484,V24,POLICY,Fonctionnelle,N1,"Le module Policy Engine et conformité continue doit fournir au moins les capacités suivantes : moteur de règles déclaratif versionné; politiques par tenant, site, environnement, criticité, domaine et objet; évaluation continue et planifiée; exceptions avec justification, expiration et propriétaire.",Couvrir le besoin métier prioritaire du volume.,Scénarios nominaux API/UI et tests fonctionnels.,Les quatre capacités prioritaires sont démontrées avec données représentatives.
REQ-00485,V24,POLICY,Fonctionnelle,N2,"Le module Policy Engine et conformité continue doit fournir les capacités avancées suivantes : preuves d’audit attachées aux constats; score conformité par domaine, application, tenant et site; webhooks et intégrations SIEM/GRC externes; mode simulation avant activation d’une politique.",Couvrir les besoins d’exploitation avancée.,Tests fonctionnels et revue documentaire.,"Les capacités avancées sont documentées, sécurisées et traçables."
REQ-00486,V24,POLICY,Qualité,N1,"Les données du module Policy Engine et conformité continue doivent être vérifiées par règles qualité, exceptions justifiées et rapports de conformité.",Empêcher la dérive du référentiel.,Tests règles qualité et tests exceptions.,"Les écarts sont détectés, priorisés, historisés et exportables."
REQ-00487,V24,POLICY,Exploitation,N2,"Le module Policy Engine et conformité continue doit disposer de runbooks d’exploitation, sauvegarde, purge, restauration et support diagnostic.",Permettre une exploitation enterprise stable.,Revue runbooks et test restauration ciblée.,Les procédures sont exécutables et reliées aux métriques de supervision.
REQ-00488,V24,POLICY,Acceptation,N1,"Le module Policy Engine et conformité continue doit disposer de critères d’acceptation mesurables, de tests automatisés et d’une traçabilité exigence → cas d’usage → test.",Garantir vérifiabilité contractuelle.,Contrôle matrice de traçabilité.,Aucune exigence N1 du module n’est orpheline.
REQ-00489,V25,EDITION,Fonctionnelle,N1,"OpenInfra doit livrer trois éditions distinctes : Lite, Pro et Entreprise, avec capacités, quotas et profils architecture documentés.",Garantir un modèle produit clair et exploitable par release.,Contrôle matrice éditions et tests multi-éditions.,Les trois éditions sont présentes dans le packaging et les matrices.
REQ-00490,V25,PACKAGING,Fonctionnelle,N1,"Les noms systemd doivent être identiques quelle que soit l’édition et ne jamais contenir lite, pro ou enterprise.",Éviter les divergences d’exploitation et simplifier runbooks/monitoring.,Test packaging et grep des unit files.,Aucun service systemd ne contient le nom d’une édition.
REQ-00491,V25,PACKAGING,Fonctionnelle,N1,Le backend API doit utiliser le suffixe fonctionnel -server et le service canonique openinfra.service.,Clarifier le rôle backend sans couplage à l’édition.,Test packaging par scope.,Les installateurs Pro/Entreprise installent openinfra.service.
REQ-00492,V25,DISCOVERY,Fonctionnelle,N1,Les collecteurs distribués d’autodiscovery doivent utiliser le suffixe fonctionnel -agent et le service canonique openinfra-agent.service.,Les agents alimentent la base centrale via API sans être des proxy produit.,Test installation agent et vérification connectivité mTLS.,Aucun service openinfra-proxy n’est livré.
REQ-00493,V25,FRONTEND,Fonctionnelle,N1,Le frontend doit être une interface web React + Bootstrap 5 consommant exclusivement l’API backend.,Garantir séparation présentation/API et sécurité.,Tests E2E et analyse configuration frontend.,Aucune connexion DB directe depuis le frontend.
REQ-00494,V25,FRONTEND,Fonctionnelle,N1,Toute fonctionnalité disponible en CLI doit avoir une capacité API et un parcours UI correspondant lorsque applicable.,Garantir parité opérationnelle CLI/API/UI.,Matrice CLI/API/UI et tests E2E.,La matrice de parité ne contient aucun écart non justifié.
REQ-00495,V25,ITSM,Fonctionnelle,N1,OpenInfra ne doit intégrer aucun moteur ITSM natif.,Respecter le périmètre produit RSOT (Ressource Source of Truth) et éviter duplication ITSM.,"Revue modules, routes API et menus UI.",Aucun ticketing interne n’est présent.
REQ-00496,V25,ITSM,Fonctionnelle,N1,"Les éditions Pro et Entreprise doivent supporter des connecteurs ITSM externes vers ServiceNow, Jira Service Management, GLPI et Freshservice au minimum.",Permettre l’intégration enterprise sans ITSM intégré.,Tests connecteurs mockés et contrat API.,Les connecteurs existent et sont désactivables.
REQ-00497,V25,ITSM,Fonctionnelle,N1,L’édition Lite ne doit pas activer les connecteurs ITSM externes.,Respecter la segmentation produit.,Test feature gate Lite.,Toute tentative d’activation ITSM en Lite est refusée et auditée.
REQ-00498,V25,ASSET,Fonctionnelle,N1,Tout équipement physique doit contenir les informations de garantie constructeur et support constructeur initial.,Garantir la qualité ITAM et le support opérationnel.,Test création/certification asset.,Un asset physique incomplet ne peut pas être certifié.
REQ-00499,V25,ASSET,Fonctionnelle,N1,Un support tiers doit être stocké séparément et ne doit jamais écraser les détails constructeur.,Préserver la vérité constructeur et la traçabilité.,Tests import/API/connecteur.,Toute divergence crée un conflit explicite.
REQ-00500,V25,SECURITY,Non-fonctionnelle,N1,"Les connecteurs externes doivent utiliser secrets chiffrés, RBAC, audit, rate limiting, retry borné et dead-letter queue.",Sécuriser les intégrations critiques.,Tests sécurité connecteur et inspection logs.,Aucun secret n’est journalisé ; les erreurs sont rejouables.
REQ-00501,V25,DATA,Non-fonctionnelle,N1,"Les feature gates et quotas doivent être appliqués côté backend, jamais uniquement côté frontend.",Empêcher contournement client.,Tests API directs et UI.,Les dépassements de quota sont refusés par API.
REQ-00502,V25,OPS,Non-fonctionnelle,N1,Chaque installateur par scope doit être idempotent et validé par smoke test.,Garantir exploitation enterprise.,Test réinstallation et smoke systemd.,Deux exécutions successives ne cassent pas l’installation.
REQ-00503,V25,QA,Non-fonctionnelle,N1,"La CI/CD doit exécuter une matrice multi-éditions validant Lite, Pro et Entreprise.",Prévenir régressions de packaging et quotas.,Pipeline CI multi-profil.,Les trois profils passent les validations minimales.
REQ-00504,V25,API,Fonctionnelle,N1,"Les APIs de connecteurs ITSM doivent exposer dry-run, apply, rollback logique, status, retry et audit.",Rendre les synchronisations maîtrisables.,Tests contractuels API.,Chaque connecteur expose les opérations obligatoires.
REQ-00505,V25,GOVERNANCE,Fonctionnelle,N1,Les données provenant d’un ITSM externe ne doivent pas écraser une RSOT (Ressource Source of Truth) certifiée sans règle explicite.,Préserver la gouvernance de données.,Tests conflit et réconciliation.,Une divergence crée un conflit avec sources et valeurs.
REQ-00506,V25,OBSERVABILITY,Non-fonctionnelle,N1,"Les connecteurs, agents et services par scope doivent exposer métriques de santé, latence, erreurs, retry, lag et DLQ.",Exploitation proactive.,Test endpoint métriques et dashboard.,Les métriques sont visibles par service.
REQ-00507,V25,COMPATIBILITY,Non-fonctionnelle,N1,La segmentation par édition ne doit pas introduire de divergence de schéma incompatible.,Préserver migrations et upgrades.,Tests migration cross-edition.,Un upgrade Lite→Pro→Entreprise conserve les données.
REQ-00508,V25,COMPLIANCE,Non-fonctionnelle,N1,"Le dossier de livraison doit contenir une matrice d’alignement enterprise couvrant sécurité, API, exploitation, data, CI/CD et intégrations.",Rendre le dossier exploitable en CCTP/CdCF.,Validation documentaire.,La matrice est présente et sans champ vide critique.
